"No.","Ticker","Market Cap","Dividend Yield","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date","Price","Change","Volume"
6124,"SKYS",132.62,,-8.30%,-59.20%,-8.80%,0.60,0.60,5.21,6.80,55.60%,-0.60%,-85.90%,,5.93,-1.50%,35215
6125,"SKYW",1713.45,,2.50%,7.80%,7.90%,1.00,0.90,1.24,1.39,68.10%,12.90%,6.50%,7/30/2020 4:30:00 PM,34.51,-2.02%,419162
6126,"SKYY",,0.23%,,,,,,,,,,,,76.70,-1.44%,408262
6127,"SLAB",4385.41,,1.70%,2.70%,1.80%,6.80,6.30,0.49,0.00,60.40%,5.60%,3.50%,7/29/2020 8:30:00 AM,98.47,-1.05%,206992
6128,"SLB",26385.35,2.61%,-42.10%,-116.20%,-24.50%,1.20,0.90,1.39,1.44,11.90%,-77.00%,-73.90%,10/16/2020 8:30:00 AM,19.08,-0.52%,9767242
6129,"SLCA",267.39,,-16.30%,-57.50%,-13.10%,2.10,1.60,2.01,2.07,24.60%,-44.50%,-36.80%,7/31/2020 8:30:00 AM,3.57,0.28%,575178
6130,"SLCT",135.78,,0.60%,3.80%,15.80%,,,0.18,0.18,,72.30%,13.80%,,7.47,-1.19%,7051
6131,"SLDB",116.79,,-116.60%,-149.50%,,3.30,3.30,0.01,0.02,,,,,2.57,2.39%,139672
6132,"SLF",24147.12,3.99%,0.80%,10.20%,-11.60%,,,0.22,0.22,,-5.10%,6.70%,8/6/2020 4:30:00 PM,41.89,0.12%,302984
6133,"SLG",3778.44,6.91%,1.70%,4.30%,3.80%,,,1.28,1.28,63.80%,29.30%,18.60%,7/22/2020 4:30:00 PM,50.94,-0.59%,1202596
6134,"SLGG",30.66,,-131.50%,-149.20%,-155.00%,9.50,9.50,0.11,0.00,52.60%,,,8/11/2020 4:30:00 PM,1.94,1.04%,271477
6135,"SLGL",179.09,,-40.10%,-46.20%,-49.50%,9.90,9.90,0.00,0.00,,,,8/6/2020 8:30:00 AM,7.75,-0.51%,15407
6136,"SLGN",4027.80,1.31%,4.60%,24.60%,9.20%,1.30,0.70,2.85,3.21,16.90%,9.50%,5.50%,7/22/2020 8:30:00 AM,36.69,-0.16%,683803
6137,"SLM",3062.59,1.47%,1.70%,23.60%,1.70%,,,2.75,17.34,71.40%,24.80%,21.40%,7/22/2020 4:30:00 PM,8.22,0.98%,4356046
6138,"SLNO",156.80,,-60.70%,-113.00%,,7.50,7.50,0.00,0.00,,,,,1.99,1.53%,407310
6139,"SLP",1351.92,0.37%,18.10%,22.40%,23.00%,2.80,2.80,0.00,0.00,74.40%,27.90%,23.00%,7/9/2020 4:30:00 PM,64.85,-0.99%,113576
6140,"SLQD",,2.72%,,,,,,,,,,,,52.17,-0.04%,122526
6141,"SLQT",3671.78,,,,12.50%,5.40,5.40,0.57,0.57,68.50%,24.90%,-3.00%,9/9/2020 4:30:00 PM,22.28,-1.37%,1042363
6142,"SLRC",689.70,10.05%,,,,,,,,,,,8/4/2020 4:30:00 PM,16.26,-0.37%,111682
6143,"SLRX",18.67,,-50.00%,-60.70%,-74.50%,5.50,,0.00,0.00,,,,8/12/2020 4:30:00 PM,0.82,-7.73%,191616
6144,"SLS",21.10,,-158.20%,-385.40%,,1.20,1.20,0.00,0.00,,,,,2.55,15.91%,373445
6145,"SLT",,1.12%,,,,,,,,,,,,28.30,-0.84%,1
6146,"SLV",,,,,,,,,,,,,,25.23,0.00%,27342994
6147,"SLVO",,14.97%,,,,,,,,,,,,7.40,1.65%,76894
6148,"SLVP",,1.32%,,,,,,,,,,,,17.22,-0.86%,129260
6149,"SLX",,3.42%,,,,,,,,,,,,32.78,2.05%,48277
6150,"SLY",,1.65%,,,,,,,,,,,,62.39,-0.78%,207210
6151,"SLYG",,1.13%,,,,,,,,,,,,59.87,-0.75%,94681
6152,"SLYV",,2.25%,,,,,,,,,,,,51.94,-0.80%,234188
6153,"SM",257.02,2.84%,-9.50%,-22.00%,-0.50%,1.20,1.20,1.08,1.08,66.60%,-39.70%,-41.00%,7/30/2020 4:30:00 PM,2.13,0.95%,5563491
6154,"SMAR",5609.49,,-14.20%,-21.70%,-20.00%,2.80,2.80,0.00,0.01,79.40%,-36.00%,-34.10%,9/2/2020 4:30:00 PM,44.40,-4.39%,2211930
6155,"SMB",,1.55%,,,,,,,,,,,,18.10,0.22%,17061
6156,"SMBC",215.41,2.54%,1.20%,11.50%,25.10%,,,0.06,0.06,,70.80%,26.60%,,23.65,0.13%,3708
6157,"SMBK",197.13,1.51%,0.80%,6.70%,21.10%,,,0.12,0.12,,73.90%,19.30%,7/21/2020 4:30:00 PM,13.53,2.27%,17876
6158,"SMCI",1367.34,,4.60%,8.30%,7.60%,2.30,1.00,0.01,0.03,15.80%,2.60%,2.50%,8/11/2020 4:30:00 PM,26.39,0.34%,204031
6159,"SMCP",,0.73%,,,,,,,,,,,,21.84,-0.06%,2562
6160,"SMDD",,1.06%,,,,,,,,,,,,12.47,1.71%,16399
6161,"SMDV",,2.59%,,,,,,,,,,,,48.60,-0.27%,55345
6162,"SMED",133.01,,4.60%,8.10%,7.20%,1.80,1.40,0.12,0.18,30.80%,1.90%,4.40%,8/19/2020 8:30:00 AM,7.19,-9.67%,169085
6163,"SMEZ",,1.25%,,,,,,,,,,,,62.40,0.20%,70
6164,"SMFG",40538.21,6.25%,0.30%,5.30%,2.70%,,,2.30,2.30,,47.80%,24.60%,,5.89,-0.51%,903840
6165,"SMG",8703.14,1.60%,9.00%,41.60%,11.20%,1.60,1.20,1.52,1.72,33.00%,14.00%,8.70%,7/29/2020 8:30:00 AM,154.73,0.06%,378500
6166,"SMH",,1.35%,,,,,,,,,,,,170.85,-0.23%,2181843
6167,"SMHB",,45.86%,,,,,,,,,,,,5.22,0.58%,34420
6168,"SMIN",,2.67%,,,,,,,,,,,,36.32,0.14%,118660
6169,"SMIT",18.58,,29.80%,32.90%,-18.20%,9.40,8.60,0.00,0.00,46.60%,-49.90%,92.60%,,5.16,-0.58%,10728
6170,"SMLF",,1.47%,,,,,,,,,,,,37.89,-0.32%,35026
6171,"SMLL",,0.95%,,,,,,,,,,,,38.25,-1.65%,32
6172,"SMLP",42.09,,-11.40%,-60.20%,2.00%,1.10,1.10,3.16,3.24,69.00%,31.10%,-74.50%,,0.71,-3.34%,119585
6173,"SMLV",,3.15%,,,,,,,,,,,,79.05,-0.68%,30174
6174,"SMM",67.35,6.32%,,,,,,,,,,,,3.78,-0.53%,56152
6175,"SMMCU",75.63,,,,,,,,,,,,,11.20,-7.44%,494
6176,"SMMD",,1.61%,,,,,,,,,,,,45.80,-0.55%,23360
6177,"SMMF",206.85,4.32%,1.10%,11.00%,25.40%,,,0.07,0.07,,68.70%,25.20%,,15.81,0.51%,7748
6178,"SMMT",226.57,,,,,,,,,,,,,3.34,-0.89%,36938
6179,"SMMU",,1.58%,,,,,,,,,,,,51.28,0.00%,72758
6180,"SMMV",,1.93%,,,,,,,,,,,,29.86,-0.47%,101719
6181,"SMN",,0.46%,,,,,,,,,,,,13.11,-0.32%,177
6182,"SMOG",,,,,,,,,,,,,,104.89,-1.59%,4184
6183,"SMP",1047.04,,4.90%,9.10%,12.80%,1.70,0.60,0.00,0.18,28.50%,7.50%,4.40%,7/29/2020 8:30:00 AM,46.83,-2.05%,85388
6184,"SMPL",2175.54,,1.60%,2.60%,5.50%,3.20,2.20,0.51,0.53,37.00%,8.90%,3.90%,7/8/2020 8:30:00 AM,22.20,-2.37%,342592
6185,"SMSI",158.49,,16.40%,20.90%,20.60%,3.80,3.80,0.00,0.00,91.10%,20.70%,21.10%,8/5/2020 4:30:00 PM,3.73,-1.06%,213584
6186,"SMTC",3640.89,,3.70%,5.80%,4.40%,4.40,3.70,0.28,0.00,61.10%,9.30%,7.00%,8/26/2020 4:30:00 PM,54.10,-4.89%,748236
6187,"SMTS",252.36,,,,,,,,,,,,8/13/2020 4:30:00 PM,1.48,-4.52%,60508
6188,"SMTX",105.71,,-1.40%,-7.20%,3.80%,1.20,0.80,0.96,1.81,10.90%,1.80%,-0.80%,8/5/2020 4:30:00 PM,3.90,1.83%,105172
6189,"SNA",8114.97,2.90%,10.00%,17.00%,16.40%,3.30,2.40,0.41,0.42,53.30%,21.40%,15.20%,7/31/2020 8:30:00 AM,148.71,-0.25%,265261
6190,"SNAP",35196.04,,-26.70%,-49.40%,-33.80%,6.00,6.00,0.74,0.74,49.00%,-54.00%,-57.20%,7/21/2020 4:30:00 PM,24.32,-2.17%,15006925
6191,"SNBR",1372.88,,9.30%,-48.90%,130.50%,0.30,0.10,,,62.00%,6.70%,4.70%,7/15/2020 4:30:00 PM,49.69,-0.94%,234457
6192,"SNCA",10.93,,-121.20%,-138.90%,,24.00,24.00,0.00,0.00,,,,,0.62,-1.53%,125164
6193,"SNCR",188.38,,-20.50%,-148.20%,-143.60%,1.00,1.00,0.00,0.16,51.80%,-32.90%,-35.90%,8/10/2020 8:30:00 AM,3.74,-4.35%,384428
6194,"SND",53.85,,4.90%,7.30%,12.50%,2.90,2.30,0.10,0.12,35.10%,14.40%,9.60%,8/4/2020 4:30:00 PM,1.37,7.87%,187235
6195,"SNDE",29.45,,-4.80%,-10.80%,-0.20%,0.60,0.60,1.00,1.00,83.50%,-3.00%,-19.40%,,2.22,1.83%,159606
6196,"SNDL",52.06,,-72.10%,-167.10%,-54.70%,1.80,0.70,1.28,1.36,15.10%,,,8/13/2020 4:30:00 PM,0.26,-4.03%,6026782
6197,"SNDR",4635.97,1.01%,4.40%,7.40%,6.00%,3.10,3.00,0.13,0.15,56.90%,5.00%,3.70%,7/30/2020 8:30:00 AM,26.22,1.51%,378245
6198,"SNDX",673.50,,-57.60%,-91.10%,-182.10%,15.40,15.40,0.13,0.13,,,,8/6/2020 4:30:00 PM,17.06,-2.40%,179938
6199,"SNE",97549.41,0.60%,2.90%,16.00%,11.90%,0.90,0.80,0.15,0.38,27.40%,10.10%,8.00%,,77.60,0.79%,1427425
6200,"SNES",5.36,,-168.50%,-265.20%,-367.40%,5.40,4.40,0.14,0.16,36.10%,,,8/12/2020 4:30:00 PM,1.59,3.25%,62305
6201,"SNFCA",107.11,,2.00%,13.90%,5.90%,,,1.56,1.56,,14.50%,7.80%,,6.45,-0.15%,127244
6202,"SNGX",60.35,,-167.00%,-466.40%,-662.00%,2.00,2.00,0.03,0.07,18.50%,,,,1.94,-1.02%,137273
6203,"SNLN",,4.41%,,,,,,,,,,,,16.04,-0.28%,5463
6204,"SNMP",6.11,204.01%,-4.60%,37.80%,-5.10%,0.30,0.30,,,74.20%,-67.80%,-27.10%,,0.28,-4.79%,106204
6205,"SNN",18205.37,1.42%,,,9.30%,2.20,1.00,0.50,0.53,71.50%,,,,40.28,-1.27%,203775
6206,"SNOA",15.66,,-16.20%,-25.70%,-73.80%,3.10,2.40,0.11,0.14,41.60%,-21.90%,-12.40%,,7.48,-1.58%,12228
6207,"SNOW",70465.57,,,,,,,,,,,,,227.27,-10.50%,11804462
6208,"SNP",65655.67,10.05%,3.20%,7.90%,6.40%,0.80,0.50,0.35,0.61,16.30%,3.40%,2.30%,,43.50,0.05%,130213
6209,"SNPE",,2.07%,,,,,,,,,,,,29.56,-1.10%,35941
6210,"SNPS",31870.92,,8.80%,14.70%,12.00%,1.10,1.00,0.02,0.03,78.60%,15.80%,17.90%,8/19/2020 4:30:00 PM,201.86,-2.42%,878485
6211,"SNR",368.67,6.09%,,,0.60%,,,7.14,7.14,79.80%,,,8/7/2020 8:30:00 AM,4.36,2.11%,550117
6212,"SNSR",,0.75%,,,,,,,,,,,,26.47,-0.94%,35981
6213,"SNSS",27.91,,-68.90%,-183.60%,-109.80%,2.60,2.60,0.00,1.28,,,,8/11/2020 4:30:00 PM,1.50,4.90%,546747
6214,"SNUG",,,,,,,,,,,,,,26.24,-0.69%,1155
6215,"SNV",3203.74,5.97%,0.80%,8.70%,24.80%,,,0.52,0.52,,76.30%,19.60%,7/21/2020 8:30:00 AM,22.33,1.00%,718822
6216,"SNX",6794.42,,4.00%,12.60%,9.40%,1.50,0.90,0.69,0.73,12.00%,3.30%,2.00%,6/25/2020 4:30:00 PM,132.67,0.42%,530814
6217,"SNY",128630.76,3.28%,,,3.50%,1.90,1.40,0.34,0.39,67.80%,,,7/29/2020 8:30:00 AM,52.07,0.50%,417430
6218,"SO",56063.75,4.80%,2.70%,11.70%,8.00%,1.00,0.70,1.63,1.73,89.20%,23.70%,15.80%,7/30/2020 8:30:00 AM,53.53,0.45%,3125008
6219,"SOAC",387.04,,,,,9.90,9.90,0.00,0.00,,,,,10.40,0.92%,328604
6220,"SOCL",,,,,,,,,,,,,,47.82,-1.22%,17407
6221,"SOGO",3316.08,,2.10%,3.10%,5.80%,2.50,,0.00,0.00,32.00%,-0.30%,2.80%,8/10/2020 8:30:00 AM,8.63,0.58%,440904
6222,"SOHO",29.83,,-7.20%,-38.00%,3.80%,,,5.17,5.17,59.50%,-7.00%,-27.00%,8/10/2020 8:30:00 AM,1.97,0.00%,33266
6223,"SOHU",713.87,,-5.30%,-35.70%,-5.70%,1.70,1.70,0.32,0.76,45.70%,2.10%,-7.80%,8/10/2020 8:30:00 AM,18.47,1.71%,150413
6224,"SOI",327.89,6.03%,0.40%,0.80%,34.50%,7.30,7.20,0.00,0.00,55.90%,1.50%,1.00%,7/30/2020 4:30:00 PM,6.96,0.00%,321685
6225,"SOL",77.97,,-3.20%,-10.60%,-1.10%,0.90,,0.48,0.93,27.70%,,-7.80%,8/27/2020 8:30:00 AM,2.06,30.38%,1518130
6226,"SOLO",171.20,,-69.50%,-94.10%,-132.20%,26.20,25.60,0.01,0.03,9.00%,,,8/11/2020 4:30:00 PM,2.60,-2.26%,2656090
6227,"SOLY",144.23,,-78.00%,-89.40%,,22.30,22.20,0.00,0.00,,,,8/11/2020 8:30:00 AM,7.61,1.53%,135377
6228,"SON",5337.01,3.21%,5.20%,15.20%,10.70%,1.40,1.10,0.90,1.26,19.70%,8.70%,5.20%,7/16/2020 8:30:00 AM,52.98,-1.01%,497889
6229,"SONA",219.25,4.50%,0.80%,6.00%,17.80%,,,1.02,1.02,,72.40%,19.30%,,8.89,0.11%,129000
6230,"SONM",57.03,,-50.60%,-110.90%,-66.60%,2.30,1.70,0.01,0.01,21.80%,-34.70%,-38.40%,8/12/2020 4:30:00 PM,0.84,-0.98%,418268
6231,"SONN",33.48,,,,-436.50%,1.10,,0.25,0.25,6.00%,,,,2.48,0.00%,509253
6232,"SONO",1501.19,,-9.30%,-22.50%,0.60%,1.90,1.50,0.08,0.11,41.80%,-5.30%,-5.30%,8/5/2020 4:30:00 PM,13.89,-0.64%,3074085
6233,"SOR",319.56,,,,,,,,,,,,,37.05,-1.72%,6087
6234,"SOS",24.51,,-11.40%,113.20%,-605.50%,,,0.00,0.00,,-68.10%,-24.70%,,1.74,-1.69%,34046
6235,"SOVB",,3.35%,,,,,,,,,,,,25.00,-0.40%,157
6236,"SOXL",,0.38%,,,,,,,,,,,,237.29,-0.46%,973662
6237,"SOXS",,7.67%,,,,,,,,,,,,42.66,0.38%,1380454
6238,"SOXX",,1.11%,,,,,,,,,,,,298.88,-0.05%,555551
6239,"SOYB",,,,,,,,,,,,,,15.94,0.95%,427779
6240,"SP",451.15,,-4.40%,-18.80%,9.50%,0.40,0.40,1.31,1.37,11.30%,-4.30%,-4.30%,8/6/2020 4:30:00 PM,18.58,-0.75%,106987
6241,"SPAB",,2.66%,,,,,,,,,,,,30.88,0.06%,1077909
6242,"SPAQ",917.98,,,,,,,,,,,,,16.27,-2.16%,5701214
6243,"SPB",2533.16,2.89%,-1.30%,-4.60%,1.90%,2.10,1.40,1.94,1.95,34.20%,2.80%,-1.70%,7/31/2020 8:30:00 AM,57.00,-1.89%,454237
6244,"SPBO",,3.17%,,,,,,,,,,,,35.69,0.00%,143766
6245,"SPCB",13.26,,,,-52.80%,2.40,2.20,0.69,0.00,35.80%,-43.40%,-76.00%,9/3/2020 8:30:00 AM,0.82,-1.09%,664268
6246,"SPCE",4292.96,,,,-45.60%,3.70,3.40,0.00,0.00,95.70%,,,8/3/2020 4:30:00 PM,17.16,-1.44%,7033781
6247,"SPDN",,0.92%,,,,,,,,,,,,20.87,0.82%,133473
6248,"SPDV",,5.22%,,,,,,,,,,,,22.12,-0.53%,1221
6249,"SPDW",,2.53%,,,,,,,,,,,,30.12,0.13%,2851098
6250,"SPE",108.98,,,,,,,,,,,,,12.61,-1.64%,10691
6251,"SPEM",,3.00%,,,,,,,,,,,,37.23,-0.21%,883139
6252,"SPEU",,2.35%,,,,,,,,,,,,34.15,0.20%,7427
6253,"SPFF",,6.40%,,,,,,,,,,,,11.18,-0.61%,79346
6254,"SPFI",272.84,0.80%,1.00%,9.80%,23.80%,,,0.22,0.22,,78.40%,22.50%,7/29/2020 4:30:00 PM,14.36,-3.95%,26157
6255,"SPG",23393.76,7.02%,5.20%,75.60%,10.50%,,,13.72,13.72,81.70%,46.70%,32.80%,8/10/2020 4:30:00 PM,71.81,-3.12%,3684838
6256,"SPGI",85101.67,0.75%,24.00%,,56.20%,1.50,1.50,18.81,0.00,73.20%,52.10%,36.20%,7/28/2020 8:30:00 AM,351.74,-1.62%,613839
6257,"SPGM",,2.16%,,,,,,,,,,,,43.60,-0.76%,98423
6258,"SPGP",,1.54%,,,,,,,,,,,,60.01,-0.79%,17772
6259,"SPH",844.68,8.84%,2.40%,11.70%,9.10%,0.60,0.40,2.90,2.90,65.40%,11.80%,4.60%,8/6/2020 8:30:00 AM,13.82,1.77%,467119
6260,"SPHB",,2.30%,,,,,,,,,,,,44.25,-0.38%,259961
6261,"SPHD",,5.47%,,,,,,,,,,,,34.63,-0.29%,1497547
6262,"SPHQ",,1.83%,,,,,,,,,,,,38.56,-0.54%,691997
6263,"SPHY",,6.55%,,,,,,,,,,,,25.47,-0.12%,38739
6264,"SPI",17.82,,-7.00%,50.60%,-15.90%,0.30,0.30,,,7.30%,-19.60%,-15.60%,,1.13,-5.83%,90754
6265,"SPIB",,2.71%,,,,,,,,,,,,36.91,0.03%,997850
6266,"SPIP",,2.04%,,,,,,,,,,,,30.88,0.03%,446627
6267,"SPKE",305.75,8.35%,5.80%,41.90%,12.40%,2.00,2.00,1.69,0.00,36.10%,14.30%,3.30%,,8.71,1.04%,92320
6268,"SPLB",,3.44%,,,,,,,,,,,,32.31,0.19%,436615
6269,"SPLG",,1.91%,,,,,,,,,,,,39.45,-0.90%,3057873
6270,"SPLK",30204.72,,-12.10%,-35.40%,-7.90%,2.50,2.50,1.35,1.35,78.80%,-24.90%,-27.60%,8/26/2020 4:30:00 PM,177.68,-2.67%,2025369
6271,"SPLP",173.08,,-3.50%,-21.00%,2.00%,1.20,1.00,5.95,5.98,34.30%,2.40%,-6.90%,,6.75,-2.03%,11489
6272,"SPLV",,2.64%,,,,,,,,,,,,53.49,-0.48%,2893734
6273,"SPMB",,3.05%,,,,,,,,,,,,26.60,0.08%,190800
6274,"SPMD",,1.83%,,,,,,,,,,,,33.17,-0.60%,1158976
6275,"SPMO",,1.49%,,,,,,,,,,,,48.52,-0.85%,255820
6276,"SPMV",,1.91%,,,,,,,,,,,,31.73,-0.63%,228
6277,"SPN",12.91,,-14.70%,,1.70%,3.60,3.20,,,37.80%,2.10%,-27.40%,,0.93,8.87%,97205
6278,"SPNE",372.01,,-23.90%,-29.90%,-36.00%,4.50,3.20,0.00,0.03,62.50%,-30.10%,-30.00%,8/4/2020 4:30:00 PM,14.02,6.62%,198026
6279,"SPNS",1558.02,0.46%,6.40%,13.40%,10.00%,1.60,1.60,0.42,0.50,40.50%,12.20%,8.60%,8/4/2020 8:30:00 AM,30.24,-0.62%,165249
6280,"SPOK",191.14,4.97%,-3.60%,-4.60%,-5.30%,2.20,,0.00,0.00,60.30%,-10.50%,-7.60%,7/29/2020 4:30:00 PM,10.14,0.80%,45631
6281,"SPOT",45121.73,,-6.20%,-15.90%,-4.80%,0.80,0.80,0.29,0.00,25.50%,-2.80%,-4.40%,7/29/2020 8:30:00 AM,234.49,-0.15%,1881433
6282,"SPPI",612.20,,-57.00%,-77.70%,,3.20,,0.00,0.00,,,,8/10/2020 4:30:00 PM,4.58,9.57%,3856971
6283,"SPPP",126.82,,,,,,,,,,,,,16.54,-4.23%,99358
6284,"SPR",2154.55,0.19%,-3.10%,-14.40%,13.40%,2.70,1.90,2.40,2.68,2.80%,-4.20%,-3.90%,8/4/2020 8:30:00 AM,20.77,-1.19%,3054087
6285,"SPRO",237.06,,-78.40%,-103.20%,-84.70%,4.50,4.50,0.00,0.00,,,,8/6/2020 4:30:00 PM,10.00,0.10%,506129
6286,"SPRT",39.33,,6.30%,7.20%,8.40%,7.90,7.90,0.00,0.00,31.80%,3.70%,5.30%,,1.95,-4.66%,170586
6287,"SPSB",,2.52%,,,,,,,,,,,,31.39,-0.03%,607145
6288,"SPSC",2669.42,,8.70%,10.90%,8.50%,4.60,4.60,0.00,0.00,67.60%,15.10%,13.20%,7/30/2020 4:30:00 PM,72.82,-3.49%,343204
6289,"SPSK",,,,,,,,,,,,,,20.33,-0.32%,10411
6290,"SPSM",,1.80%,,,,,,,,,,,,28.04,-0.92%,328724
6291,"SPT",1801.83,,-30.80%,-71.00%,-37.00%,3.10,3.10,0.00,0.00,72.00%,-43.30%,-42.60%,8/5/2020 4:30:00 PM,34.00,1.16%,529022
6292,"SPTI",,1.54%,,,,,,,,,,,,33.23,0.03%,214904
6293,"SPTL",,1.96%,,,,,,,,,,,,46.95,0.28%,747923
6294,"SPTM",,1.91%,,,,,,,,,,,,41.04,-0.85%,309403
6295,"SPTN",595.92,4.60%,2.10%,6.90%,4.30%,1.60,0.70,0.78,0.79,14.80%,0.90%,0.50%,8/12/2020 4:30:00 PM,17.10,2.21%,400568
6296,"SPTS",,1.69%,,,,,,,,,,,,30.70,-0.02%,653753
6297,"SPUS",,,,,,,,,,,,,,22.97,-1.03%,9852
6298,"SPUU",,1.69%,,,,,,,,,,,,64.50,-1.97%,20498
6299,"SPVM",,2.85%,,,,,,,,,,,,35.95,-0.43%,1012
6300,"SPVU",,3.24%,,,,,,,,,,,,28.64,-0.35%,9605
6301,"SPWH",616.31,,7.90%,44.60%,10.40%,1.20,0.10,0.11,0.27,33.10%,6.60%,4.60%,9/2/2020 4:30:00 PM,13.31,-3.27%,881808
6302,"SPWR",1821.58,,0.40%,-29.00%,-11.90%,1.00,0.70,16.23,30.04,10.80%,-6.90%,0.40%,8/5/2020 4:30:00 PM,9.89,-7.48%,4401895
6303,"SPXB",,3.28%,,,,,,,,,,,,93.26,0.19%,126
6304,"SPXC",1894.10,,4.70%,20.10%,10.50%,1.10,0.80,0.45,0.94,30.80%,9.30%,6.60%,7/30/2020 4:30:00 PM,43.08,1.51%,204093
6305,"SPXE",,1.35%,,,,,,,,,,,,72.55,-1.82%,481
6306,"SPXL",,0.70%,,,,,,,,,,,,52.78,-2.60%,10612303
6307,"SPXS",,2.28%,,,,,,,,,,,,5.85,2.63%,40261309
6308,"SPXT",,1.90%,,,,,,,,,,,,58.33,-0.89%,4
6309,"SPXU",,2.09%,,,,,,,,,,,,8.83,2.67%,27007384
6310,"SPXV",,1.86%,,,,,,,,,,,,70.18,-0.86%,8
6311,"SPXX",234.67,,,,,,,,,,,,,13.53,-0.88%,51558
6312,"SPY",,1.82%,,,,,,,,,,,,335.84,-0.88%,85404258
6313,"SPYD",,5.92%,,,,,,,,,,,,29.10,-0.44%,1659941
6314,"SPYG",,1.24%,,,,,,,,,,,,49.47,-1.12%,1981754
6315,"SPYV",,2.83%,,,,,,,,,,,,30.98,-0.51%,2327260
6316,"SPYX",,1.70%,,,,,,,,,,,,83.21,-1.15%,149848
6317,"SQ",68759.47,,5.40%,18.10%,15.00%,1.70,1.70,0.92,1.16,36.70%,5.30%,5.10%,8/5/2020 4:30:00 PM,145.65,-3.57%,10324678
6318,"SQBG",9.13,,-17.60%,-164.90%,2.80%,1.50,1.50,17.83,18.49,,-93.50%,,8/13/2020 8:30:00 AM,5.30,0.38%,36697
6319,"SQEW",,,,,,,,,,,,,,28.33,-0.75%,3803
6320,"SQLV",,1.50%,,,,,,,,,,,,23.19,-0.73%,61
6321,"SQM",7818.49,3.15%,4.70%,10.70%,8.30%,4.30,2.60,0.81,0.91,28.30%,21.50%,12.40%,8/19/2020 4:30:00 PM,34.37,1.30%,805575
6322,"SQNS",189.85,,-74.60%,166.90%,-127.00%,1.20,1.10,,,45.30%,-70.40%,,7/28/2020 8:30:00 AM,6.13,-0.81%,76964
6323,"SQQQ",,4.98%,,,,,,,,,,,,26.42,4.51%,109162164
6324,"SR",2768.49,4.68%,0.80%,2.50%,5.20%,0.50,0.40,1.07,1.28,,9.90%,3.20%,8/5/2020 8:30:00 AM,53.26,0.06%,200051
6325,"SRAX",36.78,,-50.50%,-82.10%,-142.90%,1.00,1.00,0.12,0.23,60.20%,,,8/17/2020 4:30:00 PM,2.67,1.14%,43761
6326,"SRC",3817.22,6.78%,1.00%,1.80%,2.00%,,,0.78,0.78,95.80%,10.60%,11.00%,7/31/2020 8:30:00 AM,36.50,-0.98%,480995
6327,"SRCE",849.95,3.41%,1.20%,9.60%,19.70%,,,0.16,0.16,,70.50%,29.50%,7/23/2020 4:30:00 PM,32.72,-0.49%,39114
6328,"SRCL",5802.39,,-4.80%,-12.90%,-4.40%,0.90,0.90,0.87,0.92,36.70%,-7.90%,-10.00%,8/6/2020 8:30:00 AM,62.96,-0.38%,506801
6329,"SRDX",537.69,,4.80%,6.10%,5.30%,5.60,5.20,0.00,0.00,85.40%,4.00%,7.40%,8/5/2020 4:30:00 PM,37.98,-0.76%,34272
6330,"SRE",35049.64,3.46%,6.40%,23.50%,5.50%,0.80,0.80,1.00,1.27,97.50%,28.00%,38.00%,8/5/2020 8:30:00 AM,121.04,0.17%,1468113
6331,"SRET",,13.39%,,,,,,,,,,,,8.17,0.37%,188430
6332,"SREV",137.71,,-11.00%,-21.30%,-19.40%,1.70,1.70,0.01,0.27,29.40%,-8.00%,-8.80%,7/29/2020 4:30:00 PM,1.45,-0.68%,65172
6333,"SRG",639.12,6.26%,-2.20%,-8.20%,-2.40%,,,2.17,2.17,70.20%,-67.60%,-43.80%,8/6/2020 4:30:00 PM,15.05,-5.76%,555800
6334,"SRGA",148.08,,-64.60%,-391.20%,-95.40%,0.60,0.20,,,53.50%,-76.50%,-91.40%,,2.04,4.62%,828834
6335,"SRI",530.34,,-1.30%,-2.70%,15.10%,2.90,1.90,0.65,0.67,23.00%,-1.90%,-1.10%,7/30/2020 8:30:00 AM,19.13,-0.62%,260035
6336,"SRL",72.03,,-4.10%,-5.50%,-4.70%,5.50,5.30,0.11,0.00,14.70%,-14.80%,-16.40%,,5.53,-1.65%,120088
6337,"SRLN",,5.41%,,,,,,,,,,,,45.15,0.02%,627576
6338,"SRLP",352.30,17.20%,1.50%,18.30%,8.00%,1.00,0.60,5.10,8.86,9.10%,2.50%,0.60%,8/6/2020 8:30:00 AM,15.11,-2.64%,52162
6339,"SRNE",2081.89,,-49.40%,-297.90%,-91.30%,0.60,0.60,1.07,1.21,68.10%,,,,9.48,13.40%,117981518
6340,"SRPT",10993.46,,-22.70%,-53.00%,-47.10%,6.90,6.40,0.67,0.67,87.90%,,,8/5/2020 4:30:00 PM,144.03,0.06%,406808
6341,"SRRA",134.18,,-89.40%,-111.10%,,13.90,13.90,0.00,0.00,,,,,11.95,0.46%,10860
6342,"SRRK",512.92,,-35.70%,-61.70%,-48.30%,4.50,4.50,0.00,0.00,,,,8/7/2020 8:30:00 AM,17.86,2.23%,108870
6343,"SRS",,1.24%,,,,,,,,,,,,14.15,3.59%,246825
