Symbol,Date,Open,High,Low,Close,Volume
A,2023-04-03,137.4,138.1,136.0,137.9,1551755
AA,2023-04-03,42.6,43.0,41.1,41.8,3272145
AAC,2023-04-03,10.3,10.3,10.3,10.3,8900
AAIC,2023-04-03,2.8,2.8,2.8,2.8,47800
AAIN,2023-04-03,23.0,23.1,23.0,23.1,800
AAN,2023-04-03,9.6,9.8,9.4,9.7,378000
AAP,2023-04-03,121.9,123.4,121.5,122.7,1356856
AAT,2023-04-03,18.7,18.8,18.1,18.3,407567
AB,2023-04-03,36.3,36.5,35.6,35.7,259070
ABBV,2023-04-03,158.2,160.5,157.8,160.4,4386745
ABC,2023-04-03,161.0,163.2,160.5,162.3,1024322
ABEV,2023-04-03,2.8,2.8,2.8,2.8,15132600
ABG,2023-04-03,210.0,211.7,206.0,210.0,187100
ABM,2023-04-03,45.0,45.2,44.5,44.9,340695
ABR,2023-04-03,11.5,11.7,11.4,11.5,3348994
ABT,2023-04-03,100.8,101.7,100.0,101.6,5432562
AC,2023-04-03,36.9,37.5,36.9,37.3,4968
ACA,2023-04-03,62.9,63.0,61.5,62.8,205890
ACCO,2023-04-03,5.3,5.4,5.3,5.4,947822
ACEL,2023-04-03,9.1,9.2,9.0,9.2,391200
ACHR,2023-04-03,2.9,2.9,2.7,2.8,1291000
ACI,2023-04-03,20.9,21.0,20.8,20.9,3448376
ACM,2023-04-03,84.6,85.2,83.9,84.5,644763
ACN,2023-04-03,283.4,286.5,283.2,285.8,2417506
ACP,2023-04-03,6.7,6.7,6.6,6.7,428900
ACR,2023-04-03,9.8,9.9,9.6,9.6,18400
ACRE,2023-04-03,9.2,9.3,9.1,9.1,709852
ACV,2023-04-03,19.6,19.7,19.2,19.4,56500
ADC,2023-04-03,68.6,69.1,67.6,67.9,664770
ADCT,2023-04-03,2.0,2.1,1.9,2.0,594300
ADM,2023-04-03,79.6,81.2,79.6,80.4,2094556
ADNT,2023-04-03,40.5,41.0,40.1,41.0,585900
ADT,2023-04-03,7.2,7.3,7.1,7.2,2902600
ADX,2023-04-03,15.6,15.7,15.6,15.7,179000
AEE,2023-04-03,85.9,86.9,85.4,86.2,1370676
AEFC,2023-04-03,21.5,21.8,21.3,21.8,44900
AEG,2023-04-03,4.3,4.4,4.3,4.3,2555900
AEL,2023-04-03,36.4,36.8,35.9,36.4,425000
AEM,2023-04-03,51.2,53.0,50.8,52.5,5376515
AENZ,2023-04-03,2.5,2.5,2.5,2.5,900
AEO,2023-04-03,13.5,13.7,13.4,13.5,3650967
AER,2023-04-03,56.7,57.0,55.6,56.2,1281500
AES,2023-04-03,24.0,24.2,23.7,23.8,3467670
AESC,2023-04-03,89.7,89.7,89.1,89.7,104900
AESI,2023-04-03,17.9,17.9,17.3,17.8,1048400
AEVA,2023-04-03,1.2,1.2,1.1,1.2,884200
AFB,2023-04-03,11.0,11.0,10.8,10.9,48600
AFG,2023-04-03,121.8,123.0,121.1,122.3,295650
AFGB,2023-04-03,21.8,22.3,21.7,22.2,46500
AFGC,2023-04-03,19.5,20.4,19.5,20.4,28300
AFGD,2023-04-03,21.9,22.2,21.7,22.0,9500
AFGE,2023-04-03,18.5,18.6,18.0,18.6,4500
