Symbol,Date,Open,High,Low,Close,Volume
AACG,2023-06-01,1.5,1.5,1.5,1.5,4300
AACI,2023-06-01,10.2,10.2,10.2,10.2,0
AACIU,2023-06-01,10.3,10.3,10.3,10.3,0
AACIW,2023-06-01,0.1,0.1,0.1,0.1,183
AADI,2023-06-01,8.0,8.1,7.8,7.9,52900
AADR,2023-06-01,46.5,47.7,46.0,47.0,8000
AAL,2023-06-01,14.9,14.9,14.6,14.7,21239100
AAME,2023-06-01,2.1,2.1,2.1,2.1,1500
AAOI,2023-06-01,2.2,2.2,2.1,2.2,239300
AAON,2023-06-01,86.5,88.4,85.6,87.7,270789
AAPB,2023-06-01,25.4,26.0,25.2,25.9,10300
AAPD,2023-06-01,22.0,22.1,21.7,21.7,81600
AAPL,2023-06-01,177.7,180.1,176.9,180.1,68901800
AAPU,2023-06-01,25.9,26.4,25.8,26.4,97400
AAXJ,2023-06-01,64.8,65.9,64.8,65.8,686500
ABCB,2023-06-01,31.8,33.1,31.4,32.5,424410
ABCL,2023-06-01,7.0,7.0,6.7,6.8,2102000
ABCM,2023-06-01,16.1,16.5,15.7,16.2,2305700
ABEO,2023-06-01,3.1,3.1,3.0,3.1,49200
ABIO,2023-06-01,2.1,2.1,2.0,2.1,52900
ABL,2023-06-01,10.3,10.3,10.3,10.3,1400
ABNB,2023-06-01,109.8,113.5,109.1,112.2,6644100
ABOS,2023-06-01,4.9,5.2,4.8,5.0,151300
ABSI,2023-06-01,1.9,1.9,1.8,1.8,536700
ABUS,2023-06-01,2.5,2.5,2.5,2.5,314100
ABVC,2023-06-01,6.8,6.8,6.7,6.7,768
ACAB,2023-06-01,10.4,10.4,10.4,10.4,2000
ACABU,2023-06-01,10.4,10.4,10.4,10.4,0
ACACU,2023-06-01,11.9,12.4,10.9,10.9,4339
ACAD,2023-06-01,23.1,23.9,22.4,23.9,1139400
ACAH,2023-06-01,10.1,10.1,10.1,10.1,0
ACAX,2023-06-01,10.4,10.4,10.4,10.4,0
ACAXU,2023-06-01,10.5,10.5,10.5,10.5,0
ACB,2023-06-01,0.5,0.6,0.5,0.5,4458900
ACBA,2023-06-01,11.1,11.1,11.1,11.1,100
ACBAU,2023-06-01,10.9,10.9,10.9,10.9,100
ACBAW,2023-06-01,0.0,0.0,0.0,0.0,100
ACCD,2023-06-01,12.0,12.8,11.7,12.5,467200
ACDC,2023-06-01,11.4,11.9,11.3,11.7,696100
ACER,2023-06-01,0.9,0.9,0.9,0.9,220000
ACET,2023-06-01,5.1,5.3,4.6,5.2,452500
ACGL,2023-06-01,69.5,69.9,69.1,69.7,2122900
ACGLN,2023-06-01,20.2,20.4,20.1,20.2,120500
ACGLO,2023-06-01,23.9,24.0,23.7,23.7,31300
ACGN,2023-06-01,1.6,1.6,1.5,1.6,19400
ACHC,2023-06-01,70.5,71.0,69.7,70.9,421300
ACHL,2023-06-01,1.0,1.0,1.0,1.0,104300
ACHV,2023-06-01,6.2,6.6,6.2,6.5,105500
ACIU,2023-06-01,2.5,2.5,2.3,2.3,144800
ACIW,2023-06-01,22.8,23.4,22.6,22.7,538400
ACLS,2023-06-01,157.9,164.3,156.4,162.1,651400
ACLX,2023-06-01,44.0,45.8,43.4,44.3,348600
ACMR,2023-06-01,10.1,10.3,9.7,10.0,550900
ACNB,2023-06-01,29.9,30.7,29.5,30.2,6230
ACNT,2023-06-01,9.5,9.9,9.3,9.6,4400
ACON,2023-06-01,0.9,1.1,0.9,1.0,326200
ACOR,2023-06-01,10.4,12.1,10.4,11.1,19532
ACRS,2023-06-01,8.4,8.8,8.1,8.7,697700
ACRV,2023-06-01,12.0,12.7,11.9,12.4,14200
ACRX,2023-06-01,1.0,1.1,1.0,1.1,134200
ACST,2023-06-01,3.1,3.2,3.1,3.2,5187
ACT,2023-06-01,24.5,25.0,24.3,25.0,173400
ACTG,2023-06-01,4.2,4.4,4.2,4.2,386700
ACVA,2023-06-01,17.0,17.4,16.8,17.0,1728800
ACWI,2023-06-01,91.8,92.9,91.6,92.7,5391900
ACWX,2023-06-01,48.1,48.6,48.0,48.6,1430900
ACXP,2023-06-01,3.0,3.1,2.9,3.0,15200
ADAG,2023-06-01,1.3,1.4,1.3,1.3,8900
ADAP,2023-06-01,1.0,1.1,1.0,1.1,843800
ADBE,2023-06-01,412.3,430.6,412.3,426.8,4443100
ADD,2023-06-01,1.3,1.3,1.2,1.2,26300
ADEA,2023-06-01,9.7,9.9,9.2,9.9,784800
ADERU,2023-06-01,10.7,10.7,10.7,10.7,0
ADERW,2023-06-01,0.1,0.1,0.0,0.1,13346
ADES,2023-06-01,1.5,1.7,1.4,1.6,118100
ADI,2023-06-01,179.2,182.2,176.7,180.4,4357270
ADIL,2023-06-01,0.3,0.3,0.3,0.3,12200
ADILW,2023-06-01,0.0,0.0,0.0,0.0,0
ADMA,2023-06-01,4.1,4.1,4.0,4.0,1108900
ADMP,2023-06-01,2.1,2.1,2.0,2.1,46600
ADN,2023-06-01,0.8,0.9,0.8,0.9,373900
ADNWW,2023-06-01,0.1,0.1,0.1,0.1,35510
ADOC,2023-06-01,10.9,10.9,10.9,10.9,0
ADOCW,2023-06-01,0.0,0.0,0.0,0.0,1099
ADP,2023-06-01,210.4,212.2,208.7,211.8,1807849
ADPT,2023-06-01,7.0,7.1,6.8,7.1,848300
ADSE,2023-06-01,6.0,6.2,6.0,6.1,5200
ADSEW,2023-06-01,0.6,0.6,0.6,0.6,12904
ADSK,2023-06-01,199.2,205.4,197.1,203.3,1549100
ADTH,2023-06-01,1.8,1.9,1.7,1.8,659700
ADTHW,2023-06-01,0.1,0.1,0.1,0.1,139700
ADTN,2023-06-01,8.8,8.8,8.6,8.7,739800
ADTX,2023-06-01,0.6,0.6,0.6,0.6,82700
ADUS,2023-06-01,89.8,91.1,89.2,90.6,102600
ADV,2023-06-01,1.9,1.9,1.8,1.9,304100
ADVM,2023-06-01,1.2,1.2,1.1,1.1,250700
ADXN,2023-06-01,0.7,0.7,0.7,0.7,57200
AEAE,2023-06-01,10.3,10.3,10.3,10.3,0
AEAEU,2023-06-01,10.3,10.3,10.3,10.3,0
AEAEW,2023-06-01,0.1,0.1,0.1,0.1,6177
AEHL,2023-06-01,1.3,1.3,1.1,1.2,224600
AEHR,2023-06-01,34.0,39.0,33.7,38.5,2373700
AEI,2023-06-01,2.0,2.0,1.8,1.8,110800
AEIS,2023-06-01,98.0,98.3,94.7,97.6,232500
AEMD,2023-06-01,0.3,0.3,0.3,0.3,65500
AENT,2023-06-01,2.8,3.0,2.7,3.0,1500
AENTW,2023-06-01,0.0,0.0,0.0,0.0,0
AEP,2023-06-01,83.3,83.4,81.5,82.0,2995700
AEPPZ,2023-06-01,48.6,48.6,48.1,48.3,59900
AEY,2023-06-01,0.6,0.6,0.6,0.6,53800
AEYE,2023-06-01,6.0,6.2,5.8,6.0,29500
AEZS,2023-06-01,2.8,2.8,2.8,2.8,3500
AFAR,2023-06-01,10.6,10.6,10.6,10.6,100800
AFARU,2023-06-01,10.6,10.6,10.6,10.6,100
AFBI,2023-06-01,11.9,11.9,11.9,11.9,300
AFCG,2023-06-01,11.6,11.8,11.5,11.7,95861
AFIB,2023-06-01,0.9,0.9,0.8,0.8,39800
AFMD,2023-06-01,0.9,0.9,0.8,0.9,979500
AFRI,2023-06-01,10.5,10.9,10.5,10.8,33400
AFRIW,2023-06-01,0.6,0.6,0.6,0.6,14857
AFRM,2023-06-01,14.7,15.2,14.4,14.6,13232300
AFYA,2023-06-01,11.7,12.1,11.4,11.8,107900
AGAE,2023-06-01,1.0,1.1,1.0,1.1,14800
AGBA,2023-06-01,1.9,1.9,1.7,1.7,7240300
AGBAW,2023-06-01,0.1,0.1,0.1,0.1,4024
AGEN,2023-06-01,1.5,1.6,1.5,1.6,3153800
AGFY,2023-06-01,3.9,3.9,3.6,3.8,17900
AGIL,2023-06-01,0.8,0.8,0.8,0.8,95100
AGILW,2023-06-01,0.1,0.1,0.1,0.1,0
AGIO,2023-06-01,25.3,25.9,25.0,25.7,212500
AGLE,2023-06-01,0.1,0.1,0.1,0.1,209700
AGMH,2023-06-01,1.7,1.7,1.7,1.7,600
AGNC,2023-06-01,9.2,9.5,9.2,9.4,10224071
AGNCL,2023-06-01,21.8,22.0,21.7,21.9,10400
AGNCM,2023-06-01,21.6,21.9,21.5,21.8,21300
AGNCN,2023-06-01,25.0,25.3,24.9,25.2,30400
AGNCO,2023-06-01,21.8,22.3,21.8,22.0,37600
AGNCP,2023-06-01,20.4,20.9,20.4,20.7,38800
AGNG,2023-06-01,27.3,27.3,27.3,27.3,1200
AGRI,2023-06-01,0.4,0.4,0.4,0.4,189900
AGRIW,2023-06-01,0.0,0.0,0.0,0.0,0
AGRX,2023-06-01,3.8,3.8,3.7,3.7,11000
AGYS,2023-06-01,74.1,74.9,73.0,73.2,184900
AGZD,2023-06-01,43.6,43.7,43.6,43.7,43700
AHCO,2023-06-01,10.4,10.7,10.4,10.6,860400
AHG,2023-06-01,0.3,0.3,0.3,0.3,13500
AHI,2023-06-01,1.3,1.4,1.1,1.3,5232
AIA,2023-06-01,57.9,59.1,57.8,59.0,24400
AIB,2023-06-01,10.8,10.8,10.8,10.8,0
AIH,2023-06-01,0.9,0.9,0.9,0.9,2700
AIHS,2023-06-01,0.7,0.8,0.7,0.8,60800
AIMAU,2023-06-01,10.6,10.6,10.6,10.6,0
AIMAW,2023-06-01,0.1,0.1,0.1,0.1,0
AIMBU,2023-06-01,10.5,10.5,10.5,10.5,100
AIMD,2023-06-01,0.7,0.7,0.7,0.7,3400
AIP,2023-06-01,6.9,6.9,6.4,6.7,276000
AIQ,2023-06-01,26.1,26.6,26.0,26.5,427900
AIRG,2023-06-01,5.8,5.8,5.6,5.7,7700
AIRR,2023-06-01,47.9,48.5,47.6,48.2,79100
AIRS,2023-06-01,8.6,8.7,8.1,8.2,277600
AIRT,2023-06-01,25.7,26.7,25.7,26.6,4500
AIRTP,2023-06-01,20.4,20.4,20.4,20.4,900
AKAM,2023-06-01,91.9,92.1,91.3,91.4,1361200
AKAN,2023-06-01,0.7,0.8,0.7,0.7,97300
AKBA,2023-06-01,1.0,1.1,1.0,1.1,3643800
AKLI,2023-06-01,1.2,1.2,1.1,1.2,23200
AKRO,2023-06-01,44.6,46.0,43.7,45.1,447200
AKTS,2023-06-01,3.2,3.2,3.1,3.2,236400
AKTX,2023-06-01,0.2,0.2,0.2,0.2,2018900
AKU,2023-06-01,0.4,0.4,0.4,0.4,16000
AKYA,2023-06-01,5.6,5.7,5.4,5.7,91100
ALAR,2023-06-01,3.0,3.1,2.7,2.7,159200
ALBT,2023-06-01,1.8,1.9,1.8,1.8,14400
ALCO,2023-06-01,23.1,23.6,23.1,23.3,34820
ALDX,2023-06-01,9.4,10.4,9.4,10.4,946700
ALEC,2023-06-01,7.4,7.4,6.7,6.8,713300
ALGM,2023-06-01,39.5,40.2,39.0,39.5,1183900
ALGN,2023-06-01,283.6,298.6,282.3,297.2,1105500
ALGS,2023-06-01,1.1,1.2,1.1,1.2,161500
ALGT,2023-06-01,97.9,99.1,96.2,97.2,162400
ALHC,2023-06-01,5.9,6.2,5.7,5.9,1275000
ALIM,2023-06-01,2.8,2.8,2.6,2.6,64800
ALKS,2023-06-01,29.0,29.4,28.7,29.3,755500
ALKT,2023-06-01,14.9,16.1,14.8,15.9,611500
ALLK,2023-06-01,5.0,5.1,4.8,5.0,646700
ALLO,2023-06-01,5.2,5.4,5.1,5.3,1336800
ALLR,2023-06-01,10.8,11.0,10.2,10.2,21233
ALLT,2023-06-01,2.8,2.8,2.7,2.8,59700
ALNY,2023-06-01,185.8,189.6,184.1,188.7,426300
ALOR,2023-06-01,10.5,10.5,10.5,10.5,800
ALORU,2023-06-01,10.6,10.8,10.5,10.5,1200
ALORW,2023-06-01,0.0,0.0,0.0,0.0,10104
ALOT,2023-06-01,16.0,16.5,15.9,16.4,43900
ALPAU,2023-06-01,10.2,10.2,10.2,10.2,0
ALPN,2023-06-01,9.9,10.4,9.6,10.2,161100
ALPP,2023-06-01,2.6,2.6,2.5,2.6,71900
ALPS,2023-06-01,0.7,0.7,0.7,0.7,207100
ALRM,2023-06-01,50.0,50.0,48.6,49.0,252600
ALRN,2023-06-01,1.5,1.5,1.4,1.5,4400
ALRS,2023-06-01,16.5,16.9,16.5,16.7,43133
ALSA,2023-06-01,10.6,10.6,10.6,10.6,11500
ALSAR,2023-06-01,0.1,0.1,0.1,0.1,19641
ALSAU,2023-06-01,10.6,10.6,10.6,10.6,0
ALT,2023-06-01,4.1,4.2,4.0,4.2,1826900
ALTI,2023-06-01,4.4,4.7,4.3,4.5,164700
ALTO,2023-06-01,2.0,2.1,2.0,2.0,1036800
ALTR,2023-06-01,72.8,75.3,71.5,75.0,242200
ALTU,2023-06-01,10.1,10.1,10.1,10.1,400
ALTUU,2023-06-01,10.1,10.1,10.1,10.1,0
ALTUW,2023-06-01,0.1,0.1,0.1,0.1,29000
ALTY,2023-06-01,11.0,11.1,11.0,11.1,63400
ALVO,2023-06-01,8.5,9.0,8.3,8.5,13700
ALVOW,2023-06-01,1.0,1.2,1.0,1.2,21959
ALVR,2023-06-01,3.8,3.9,3.7,3.7,136100
ALXO,2023-06-01,6.7,7.6,6.7,7.4,440400
ALYA,2023-06-01,1.7,1.8,1.7,1.7,14500
ALZN,2023-06-01,0.7,0.8,0.7,0.8,401400
