Symbol,Date,Open,High,Low,Close,Volume
AACG,2023-05-09,1.8,1.8,1.8,1.8,8100
AACI,2023-05-09,10.2,10.2,10.2,10.2,19700
AACIU,2023-05-09,10.2,10.3,10.2,10.3,600
AACIW,2023-05-09,0.1,0.1,0.1,0.1,100
AADI,2023-05-09,8.4,8.6,8.2,8.5,63800
AADR,2023-05-09,45.6,47.2,45.6,46.9,1700
AAL,2023-05-09,14.4,14.6,14.2,14.5,19682700
AAME,2023-05-09,2.2,2.2,2.2,2.2,1100
AAOI,2023-05-09,1.8,1.8,1.7,1.8,184500
AAON,2023-05-09,97.0,97.7,95.7,96.7,263994
AAPB,2023-05-09,24.1,24.1,24.0,24.1,1300
AAPD,2023-05-09,22.6,22.8,22.5,22.7,148700
AAPL,2023-05-09,173.1,173.5,171.6,171.8,45326872
AAPU,2023-05-09,24.9,24.9,24.6,24.6,54100
AAXJ,2023-05-09,66.3,66.6,66.3,66.5,294600
ABCB,2023-05-09,29.4,29.7,28.7,29.3,290324
ABCL,2023-05-09,5.7,5.8,5.5,5.7,2847500
ABCM,2023-05-09,17.9,18.4,17.5,17.6,1555900
ABEO,2023-05-09,3.1,3.2,3.1,3.2,30600
ABIO,2023-05-09,2.0,2.1,2.0,2.1,12300
ABL,2023-05-09,10.3,10.3,10.3,10.3,15300
ABNB,2023-05-09,126.6,129.0,125.0,127.1,15410300
ABOS,2023-05-09,5.0,5.8,4.8,5.7,517200
ABSI,2023-05-09,1.4,1.4,1.3,1.3,234900
ABUS,2023-05-09,2.6,2.6,2.5,2.6,660300
ABVC,2023-05-09,9.6,9.6,8.8,9.2,4021
ACAB,2023-05-09,10.3,10.3,10.3,10.3,400
ACABU,2023-05-09,10.3,10.3,10.3,10.3,0
ACACU,2023-05-09,10.9,10.9,10.9,10.9,0
ACACW,2023-05-09,0.0,0.0,0.0,0.0,4053
ACAD,2023-05-09,21.6,21.7,20.4,21.4,1790600
ACAH,2023-05-09,10.2,10.2,10.2,10.2,3300
ACAX,2023-05-09,10.3,10.3,10.3,10.3,0
ACAXU,2023-05-09,10.5,10.5,10.5,10.5,0
ACB,2023-05-09,0.6,0.7,0.6,0.6,2148300
ACBA,2023-05-09,11.0,11.0,11.0,11.0,100
ACBAU,2023-05-09,10.6,10.6,10.6,10.6,100
ACCD,2023-05-09,11.7,11.8,10.5,11.0,1339300
ACDC,2023-05-09,10.0,10.9,9.9,10.6,1081700
ACDCW,2023-05-09,0.0,0.0,0.0,0.0,52595
ACER,2023-05-09,0.8,0.8,0.7,0.8,162300
ACET,2023-05-09,6.6,6.8,6.4,6.7,371400
ACGL,2023-05-09,76.0,76.6,75.9,76.6,1686800
ACGLN,2023-05-09,19.8,20.0,19.6,19.9,31600
ACGLO,2023-05-09,23.3,23.5,23.1,23.5,37200
ACGN,2023-05-09,2.2,2.2,2.0,2.1,23600
ACHC,2023-05-09,68.8,68.9,67.4,68.7,461700
ACHL,2023-05-09,1.0,1.0,0.9,1.0,249800
ACHV,2023-05-09,8.6,8.9,8.6,8.8,80600
ACIU,2023-05-09,2.1,2.2,2.0,2.1,40200
ACIW,2023-05-09,24.3,24.3,23.6,24.0,547100
ACLS,2023-05-09,118.3,120.3,117.8,119.9,369300
ACLX,2023-05-09,43.7,45.0,42.4,44.8,513700
ACMR,2023-05-09,9.9,10.2,9.8,9.9,521900
ACNB,2023-05-09,28.1,28.1,28.0,28.0,1514
ACNT,2023-05-09,9.5,9.5,9.2,9.5,3600
ACON,2023-05-09,0.7,0.8,0.7,0.8,50100
ACONW,2023-05-09,0.1,0.1,0.1,0.1,0
ACOR,2023-05-09,15.5,19.0,13.6,17.6,168703
ACRS,2023-05-09,8.4,8.4,8.1,8.3,523900
ACRV,2023-05-09,13.3,13.6,12.3,13.6,22800
ACRX,2023-05-09,0.7,0.7,0.6,0.7,108500
ACST,2023-05-09,2.9,2.9,2.7,2.9,7559
ACT,2023-05-09,24.7,24.7,24.1,24.4,120800
ACTG,2023-05-09,3.9,4.0,3.9,3.9,90100
ACVA,2023-05-09,13.3,13.5,13.2,13.4,1694300
ACWI,2023-05-09,91.8,92.2,91.8,92.0,1514800
ACWX,2023-05-09,49.5,49.8,49.5,49.7,1174600
ACXP,2023-05-09,3.1,3.2,3.1,3.2,6300
ADAG,2023-05-09,1.4,1.4,1.3,1.3,3900
ADAP,2023-05-09,1.4,1.4,1.4,1.4,140900
ADBE,2023-05-09,342.5,345.0,341.2,342.6,1879400
ADD,2023-05-09,1.3,1.3,1.2,1.2,31100
ADEA,2023-05-09,7.4,8.2,7.4,8.0,1036100
ADERU,2023-05-09,10.7,10.7,10.7,10.7,100
ADERW,2023-05-09,0.0,0.0,0.0,0.0,7701
ADES,2023-05-09,2.0,2.0,1.9,1.9,18500
ADI,2023-05-09,182.5,182.7,178.0,179.6,3353256
ADIL,2023-05-09,0.3,0.3,0.3,0.3,149900
ADILW,2023-05-09,0.0,0.0,0.0,0.0,0
ADMA,2023-05-09,3.5,3.5,3.4,3.5,1244300
ADMP,2023-05-09,5.1,5.1,4.7,4.9,20501
ADN,2023-05-09,0.9,0.9,0.7,0.8,772200
ADNWW,2023-05-09,0.1,0.1,0.1,0.1,81276
ADOC,2023-05-09,10.9,10.9,10.9,10.9,0
ADOCR,2023-05-09,0.2,0.2,0.2,0.2,12545
ADOCW,2023-05-09,0.0,0.0,0.0,0.0,0
ADP,2023-05-09,213.9,214.3,212.1,213.7,1204404
ADPT,2023-05-09,6.7,7.3,6.3,7.0,1230700
ADSE,2023-05-09,2.4,2.4,2.1,2.3,8300
ADSK,2023-05-09,191.5,194.5,190.9,192.7,959700
ADTH,2023-05-09,1.4,1.5,1.4,1.5,47600
ADTHW,2023-05-09,0.1,0.1,0.1,0.1,1632
ADTN,2023-05-09,8.3,8.9,7.9,8.8,2093461
ADTX,2023-05-09,0.6,0.6,0.6,0.6,664100
ADUS,2023-05-09,83.5,83.6,82.0,82.9,98100
ADV,2023-05-09,1.3,1.3,1.2,1.3,551200
ADVM,2023-05-09,0.8,0.8,0.8,0.8,91000
ADVWW,2023-05-09,0.1,0.1,0.1,0.1,23030
ADXN,2023-05-09,0.7,0.7,0.7,0.7,40700
AEAE,2023-05-09,10.3,10.3,10.3,10.3,0
AEAEU,2023-05-09,10.2,10.2,10.2,10.2,0
AEAEW,2023-05-09,0.1,0.1,0.1,0.1,0
AEHL,2023-05-09,1.1,1.1,1.0,1.1,71100
AEHR,2023-05-09,27.0,28.4,26.9,28.0,710100
AEI,2023-05-09,1.5,1.6,1.5,1.5,18300
AEIS,2023-05-09,85.6,86.0,84.6,84.9,109438
AEMD,2023-05-09,0.4,0.4,0.3,0.4,273300
AENT,2023-05-09,3.2,3.2,3.2,3.2,0
AEP,2023-05-09,91.0,91.3,90.3,91.1,2026739
AEPPZ,2023-05-09,50.5,50.6,50.4,50.5,4200
AEY,2023-05-09,0.8,0.9,0.8,0.9,27700
AEYE,2023-05-09,6.8,6.9,6.3,6.8,10700
AEZS,2023-05-09,3.0,3.1,2.9,3.1,3900
AFAR,2023-05-09,10.6,10.6,10.6,10.6,0
AFARU,2023-05-09,10.6,10.6,10.6,10.6,0
AFARW,2023-05-09,0.1,0.1,0.0,0.0,6820
AFBI,2023-05-09,12.2,12.2,12.1,12.1,400
AFCG,2023-05-09,11.0,11.1,10.8,10.8,222202
AFIB,2023-05-09,0.9,1.0,0.9,0.9,119800
AFMD,2023-05-09,0.9,0.9,0.9,0.9,303700
AFRI,2023-05-09,11.0,11.0,11.0,11.0,2500
AFRIW,2023-05-09,0.6,0.6,0.6,0.6,37355
AFRM,2023-05-09,11.6,12.7,11.5,12.3,27208400
AFYA,2023-05-09,11.1,11.8,11.0,11.5,155300
AGAE,2023-05-09,0.9,1.0,0.9,1.0,19300
AGBA,2023-05-09,1.9,2.2,1.9,2.0,601600
AGEN,2023-05-09,1.6,1.6,1.4,1.5,3661100
AGFY,2023-05-09,4.2,4.4,4.0,4.2,28558
AGIL,2023-05-09,1.4,1.5,1.3,1.4,53400
AGIO,2023-05-09,25.1,25.6,25.1,25.4,458200
AGLE,2023-05-09,0.2,0.2,0.2,0.2,677100
AGMH,2023-05-09,2.2,2.2,2.2,2.2,300
AGNC,2023-05-09,9.4,9.5,9.3,9.4,6223970
AGNCL,2023-05-09,21.0,21.3,21.0,21.1,10700
