Symbol,Date,Open,High,Low,Close,Volume
AACG,2023-05-30,1.5,1.6,1.5,1.5,17000
AACI,2023-05-30,10.2,10.2,10.2,10.2,200
AACIU,2023-05-30,10.3,10.3,10.3,10.3,0
AACIW,2023-05-30,0.1,0.1,0.1,0.1,940
AADI,2023-05-30,7.7,7.8,7.7,7.7,36900
AADR,2023-05-30,46.4,46.6,46.4,46.5,1000
AAL,2023-05-30,14.4,14.8,14.4,14.6,20424600
AAME,2023-05-30,2.1,2.1,2.1,2.1,6400
AAOI,2023-05-30,2.0,2.3,2.0,2.3,783300
AAON,2023-05-30,90.4,90.9,88.1,88.4,515598
AAPB,2023-05-30,25.2,25.5,25.2,25.3,14900
AAPD,2023-05-30,22.1,22.1,21.9,22.1,83200
AAPL,2023-05-30,177.0,179.0,176.6,177.3,55964400
AAPU,2023-05-30,25.7,26.1,25.6,25.8,122600
AAXJ,2023-05-30,65.8,65.9,65.1,65.3,1758100
ABCB,2023-05-30,32.6,32.7,31.8,32.4,262047
ABCL,2023-05-30,6.9,7.1,6.7,6.9,2360800
ABCM,2023-05-30,16.4,16.5,16.0,16.3,590900
ABEO,2023-05-30,3.2,3.2,3.0,3.1,50400
ABIO,2023-05-30,2.0,2.1,2.0,2.1,43300
ABL,2023-05-30,10.3,10.3,10.3,10.3,200
ABNB,2023-05-30,107.7,108.8,106.0,107.2,5460100
ABOS,2023-05-30,4.9,5.1,4.7,4.9,86100
ABSI,2023-05-30,1.8,2.0,1.7,1.9,1170900
ABUS,2023-05-30,2.5,2.6,2.5,2.5,374200
ABVC,2023-05-30,6.8,7.0,6.8,6.8,1453
ACAB,2023-05-30,10.4,10.4,10.4,10.4,100
ACABU,2023-05-30,10.4,10.4,10.4,10.4,0
ACACU,2023-05-30,10.9,10.9,10.8,10.9,3075
ACACW,2023-05-30,0.0,0.0,0.0,0.0,49311
ACAD,2023-05-30,24.8,25.0,23.7,23.8,1254000
ACAH,2023-05-30,10.1,10.1,10.1,10.1,100
ACAX,2023-05-30,10.4,10.4,10.4,10.4,200
ACAXR,2023-05-30,0.2,0.2,0.2,0.2,0
ACAXU,2023-05-30,10.5,10.5,10.5,10.5,0
ACB,2023-05-30,0.6,0.6,0.5,0.5,4186300
ACBA,2023-05-30,11.1,11.1,11.1,11.1,100
ACBAU,2023-05-30,10.7,10.7,10.7,10.7,100
ACBAW,2023-05-30,0.0,0.0,0.0,0.0,0
ACCD,2023-05-30,11.7,12.0,11.6,11.8,561200
ACDC,2023-05-30,11.4,11.9,11.4,11.8,853600
ACDCW,2023-05-30,0.0,0.0,0.0,0.0,340
ACER,2023-05-30,0.9,0.9,0.9,0.9,116800
ACET,2023-05-30,5.6,5.9,5.5,5.6,205300
ACGL,2023-05-30,71.2,72.1,71.0,71.2,2109300
ACGLN,2023-05-30,20.2,20.3,20.1,20.2,28600
ACGLO,2023-05-30,24.0,24.3,24.0,24.1,11800
ACGN,2023-05-30,1.6,1.6,1.5,1.6,13200
ACHC,2023-05-30,69.3,70.6,68.5,68.9,628100
ACHL,2023-05-30,1.0,1.0,1.0,1.0,101900
ACHV,2023-05-30,6.4,6.4,6.0,6.2,165000
ACIU,2023-05-30,2.1,2.1,2.1,2.1,35800
ACIW,2023-05-30,23.7,23.7,22.7,22.8,614200
ACLS,2023-05-30,166.1,167.4,159.0,160.4,543400
ACLX,2023-05-30,42.8,43.7,41.5,43.7,212900
