Symbol,Date,Open,High,Low,Close,Volume
AACG,2023-04-27,1.8,1.8,1.8,1.8,3900
AACI,2023-04-27,10.2,10.2,10.2,10.2,0
AACIU,2023-04-27,10.1,10.1,10.1,10.1,0
AACIW,2023-04-27,0.1,0.1,0.1,0.1,0
AADI,2023-04-27,8.1,8.4,8.0,8.0,110800
AADR,2023-04-27,47.3,47.5,47.3,47.5,400
AAL,2023-04-27,13.0,13.4,12.8,12.9,48368000
AAME,2023-04-27,2.2,2.2,2.2,2.2,4500
AAOI,2023-04-27,2.1,2.1,1.9,2.0,223000
AAON,2023-04-27,94.9,100.2,94.9,99.2,510163
AAPB,2023-04-27,22.7,23.4,22.7,23.4,1500
AAPD,2023-04-27,23.7,23.7,23.2,23.2,200300
AAPL,2023-04-27,165.2,168.6,165.2,168.4,64221432
AAPU,2023-04-27,23.3,24.0,23.3,23.9,91200
AAXJ,2023-04-27,65.8,66.5,65.8,66.4,209600
ABCB,2023-04-27,33.0,34.0,32.9,33.8,684299
ABCL,2023-04-27,6.8,6.8,6.6,6.6,1256100
ABCM,2023-04-27,15.8,16.0,15.5,15.9,321800
ABEO,2023-04-27,3.2,3.2,3.0,3.1,157000
ABIO,2023-04-27,2.0,2.0,2.0,2.0,26200
ABL,2023-04-27,10.3,10.3,10.3,10.3,9000
ABNB,2023-04-27,114.4,115.8,112.3,115.2,3870500
ABOS,2023-04-27,3.7,3.8,3.6,3.8,18100
ABSI,2023-04-27,1.5,1.5,1.3,1.3,513000
ABUS,2023-04-27,2.6,2.6,2.5,2.5,738900
ABVC,2023-04-27,6.8,7.0,6.7,7.0,1067
ACAB,2023-04-27,10.3,10.3,10.3,10.3,2000
ACABU,2023-04-27,10.5,10.5,10.5,10.5,0
ACACU,2023-04-27,10.6,10.6,10.6,10.6,100
ACACW,2023-04-27,0.1,0.1,0.1,0.1,64143
ACAD,2023-04-27,20.4,20.6,20.1,20.5,886600
ACAH,2023-04-27,10.2,10.2,10.1,10.2,1900
ACAX,2023-04-27,10.3,10.3,10.3,10.3,100
ACAXU,2023-04-27,10.5,10.5,10.5,10.5,0
ACB,2023-04-27,0.6,0.6,0.6,0.6,4383700
ACBA,2023-04-27,11.0,11.0,11.0,11.0,13500
ACBAU,2023-04-27,10.6,10.6,10.6,10.6,100
ACCD,2023-04-27,16.3,17.0,16.0,16.1,1156300
ACDC,2023-04-27,10.7,11.0,10.6,10.8,572800
ACDCW,2023-04-27,0.0,0.0,0.0,0.0,24165
ACER,2023-04-27,0.9,0.9,0.9,0.9,197500
ACET,2023-04-27,5.9,6.0,5.8,5.8,269500
ACGL,2023-04-27,72.6,73.9,71.0,73.9,2265100
ACGLN,2023-04-27,19.2,19.2,19.0,19.2,44800
ACGLO,2023-04-27,23.1,23.5,23.0,23.4,14400
ACGN,2023-04-27,1.6,1.8,1.6,1.7,7100
ACHC,2023-04-27,72.7,74.5,71.1,72.8,1384200
ACHL,2023-04-27,0.8,0.9,0.8,0.8,289600
ACHV,2023-04-27,8.1,8.4,8.1,8.3,83600
ACIU,2023-04-27,2.0,2.0,1.8,1.9,63800
ACIW,2023-04-27,24.3,24.8,24.2,24.7,418500
ACLS,2023-04-27,117.8,118.0,111.1,116.4,789400
ACLX,2023-04-27,44.5,44.6,40.6,41.4,639500
ACMR,2023-04-27,9.6,9.6,9.2,9.3,562900
ACNB,2023-04-27,31.0,31.4,31.0,31.4,10274
ACNT,2023-04-27,9.7,9.7,9.4,9.5,2500
ACON,2023-04-27,0.8,0.8,0.7,0.8,222800
ACONW,2023-04-27,0.1,0.1,0.1,0.1,14388
ACOR,2023-04-27,9.1,9.6,9.1,9.4,1420
ACRS,2023-04-27,8.9,8.9,8.6,8.6,272600
ACRV,2023-04-27,12.5,12.5,12.1,12.3,17900
ACRX,2023-04-27,0.7,0.7,0.7,0.7,47000
ACST,2023-04-27,2.7,2.8,2.7,2.8,4792
ACT,2023-04-27,23.7,24.1,23.7,23.9,114100
ACTG,2023-04-27,3.7,3.8,3.7,3.7,172100
ACVA,2023-04-27,12.3,12.9,12.1,12.8,1455800
ACWI,2023-04-27,91.1,92.1,91.0,92.1,5115500
ACWX,2023-04-27,49.2,49.6,49.2,49.6,812600
ACXP,2023-04-27,3.0,3.1,2.9,3.0,19700
ADAG,2023-04-27,1.2,1.3,1.2,1.3,9800
ADAP,2023-04-27,1.4,1.4,1.4,1.4,1218400
ADBE,2023-04-27,365.9,373.8,363.5,371.4,2338800
ADD,2023-04-27,1.7,1.7,1.6,1.6,97800
ADEA,2023-04-27,7.9,8.0,7.6,7.8,360200
ADERU,2023-04-27,10.4,10.4,10.4,10.4,500
ADERW,2023-04-27,0.0,0.0,0.0,0.0,143288
ADES,2023-04-27,1.9,1.9,1.8,1.8,16600
ADI,2023-04-27,178.5,178.9,171.2,177.6,4606135
ADIL,2023-04-27,0.3,0.3,0.3,0.3,76800
ADMA,2023-04-27,3.3,3.4,3.2,3.3,1734300
ADMP,2023-04-27,5.7,5.9,4.9,5.6,12645
ADN,2023-04-27,0.7,0.8,0.7,0.7,261200
